Scheme_Name	Asset_Value
SBI Short Term Debt Fund - Regular Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW)	14.9479
SBI Short Term Debt Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	14.9627
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) - Direct Plan - IDCW	15.1085
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Plan (IDCW)	13.1748
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) - Regular - IDCW	14.7535
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan - IDCW	14.8129
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Fortnightly IDCW	12.9214
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan IDCW	15.3483
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Weekly IDCW	12.8985
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular - IDCW	14.4651
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Fortnightly IDCW	12.8838
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Plan IDCW	14.9869
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Principal Units	16.0336
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Weekly IDCW	12.8624
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Direct Plan - Growth Option	49.2011
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan	45.3588
Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW)	13.0760
Tata Short Term Bond Fund - Direct Plan - Growth Option	54.3156
Tata Short Term Bond Fund -Regular Plan- Growth Option	48.9379
Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option	24.6706
Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option	28.8222
Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option	22.0998
Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option	25.9285
TRUSTMF Short Duration Fund-Direct Plan-Growth	1309.518
TRUSTMF Short Duration Fund-Direct Plan-Monthly Income Distribution Cum Capital Withdrawal	1148.4558
TRUSTMF Short Duration Fund-Direct Plan-Quarterly Income Distribution Cum Capital Withdrawal	1164.5672
TRUSTMF Short Duration Fund-Direct Plan-Weekly Income Distribution Cum Capital Withdrawal	1124.9796
TRUSTMF Short Duration Fund-Regular Plan-Growth	1281.6683
TRUSTMF Short Duration Fund-Regular Plan-Monthly Income Distribution Cum Capital Withdrawal	1132.2533
TRUSTMF Short Duration Fund-Regular Plan-Quarterly Income Distribution Cum Capital Withdrawal	1138.1762
TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal	1109.4082
Union Short Duration Fund - Direct Plan - Growth Option	10.6852
Union Short Duration Fund - Direct Plan - IDCW Option	10.6852
Union Short Duration Fund - Regular Plan - Growth Option	10.6495
Union Short Duration Fund - Regular Plan - IDCW Option	10.6495
UTI Short Duration Fund - Direct Plan - Annual IDCW	13.5618
UTI Short Duration Fund - Direct Plan - Flexi IDCW	19.1427
UTI Short Duration Fund - Direct Plan - Growth Option	34.6575
UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option	14.1876
UTI Short Duration Fund - Direct Plan - Monthly IDCW	10.7671
UTI Short Duration Fund - Direct Plan - Quarterly IDCW	19.5964
UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option	24.1962
UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option	45.7698
UTI Short Duration Fund - Regular Plan - Annual IDCW	14.379
UTI Short Duration Fund - Regular Plan - Flexi IDCW	18.5661
UTI Short Duration Fund - Regular Plan - Growth Option	32.5147
UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW	13.9279
UTI Short Duration Fund - Regular Plan - Monthly IDCW	12.0797
UTI Short Duration Fund - Regular Plan - Quarterly IDCW	16.8254
Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan	322.4844
Aditya Birla Sun Life Savings Fund - Growth - Direct Plan	573.4636
Aditya Birla Sun Life Savings Fund - Growth - Regular Plan	562.8607
Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW	100.514
Aditya Birla Sun Life Savings Fund-DIRECT - WEEKLY IDCW	100.7066
Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW	100.5094
Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW	100.6363
Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW	100.5575
Aditya Birla Sun Life Savings Fund-Retail Growth	544.6727
Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW	101.1978
Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW	10.0338
Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW	10.0704
Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW	16.0407
Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW	10.0551
Axis Ultra Short Duration Fund - Direct Plan Growth	16.0393
Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW	10.0689
Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW	10.0749
Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW	15.0702
Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW	10.0715
Axis Ultra Short Duration Fund - Regular Plan Growth	15.0703
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW	10.0707
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH	15.7923
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW	13.4186
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN QUARTERLY IDCW	10.5228
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN- WEEKLY IDCW	10.0790
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN-DAILY IDCW	10.0367
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN DAILY IDCW	10.0519
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH	15.5903
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN MONTHLY IDCW	10.0754
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN PERIODIC IDCW	13.1203
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN QUARTERLY IDCW	10.5059
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN WEEKLY IDCW	10.0804
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW	1011.9280
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth	3351.2403
BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Weekly IDCW	1007.3679
BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus	3335.2280
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW	1007.4498
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth	3232.2908
BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW	1007.8773
Baroda BNP Paribas Ultra Short Duratio Fund- Regular Plan- Weekly IDCW	1000.9574
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW	1006.2583
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth	1580.0933
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW	1007.0751
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth	1601.7571
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW	1000.9665
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	1240.7100
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION	4140.2524
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	2369.5556
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	1004.2487
CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment)	1240.8800
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	1240.7100
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION	3883.5918
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	1003.8733
CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment)	1240.8590
CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout)	1595.4239
DSP Ultra Short Fund - Direct Plan - Growth	3798.3054
DSP Ultra Short Fund - Direct Plan - IDCW	1136.9059
DSP Ultra Short Fund - Direct Plan - IDCW - Daily	1005.3951
DSP Ultra Short Fund - Direct Plan - IDCW - Monthly	1087.1645
DSP Ultra Short Fund - Direct Plan - IDCW - Weekly	1005.046
DSP Ultra Short Fund - Regular Plan - Growth	3483.5536
DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest	1005.4914
DSP Ultra Short Fund - Regular Plan - IDCW - Monthly	1078.9593
DSP Ultra Short Fund - Regular Plan - IDCW - Payout	1124.382
DSP Ultra Short Fund - Regular Plan - IDCW - Weekly Reinvest	1005.0453
Franklin India Ultra Short Bond Fund - Institutional - Growth	33.7757
Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend	0.0000
Franklin India Ultra Short Bond Fund - Institutional Plan - Daily - IDCW	12.3700
Franklin India Ultra Short Bond Fund - Retail - Growth	32.9262
Franklin India Ultra Short Bond Fund - Retail Plan - Daily - IDCW	12.4137
Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW	12.5163
Franklin India Ultra Short Bond Fund - Super Institutional - Growth	34.9131
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Daily - IDCW	12.4788
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth	34.2355
Franklin India Ultra Short Bond Fund - Super Institutional Plan - Weekly - IDCW	12.5111
Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW	12.1512
Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW	12.1960
Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option	0.0000
Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option	0.0000
Franklin India Ultra Short Duration Fund - Direct - Growth	10.9495
Franklin India Ultra Short Duration Fund - Direct - IDCW	10.6952
Franklin India Ultra Short Duration Fund - Growth	10.8882
Franklin India Ultra Short Duration Fund - IDCW	10.6391
HDFC Ultra Short Term Fund - Daily IDCW Option	10.103
HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option	10.092
HDFC Ultra Short Term Fund - Direct Plan-Growth Option	15.8807
HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option	10.0942
HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option	10.0559
HDFC Ultra Short Term Fund - Growth Option	15.5245
HDFC Ultra Short Term Fund - Monthly IDCW Option	10.1924
HDFC Ultra Short Term Fund - Weekly IDCW Option	10.0557
HSBC Ultra Short Duration Fund - Direct Daily IDCW	1079.9409
HSBC Ultra Short Duration Fund - Direct Growth	1407.3809
HSBC Ultra Short Duration Fund - Direct Monthly IDCW	1015.6746
HSBC Ultra Short Duration Fund - Direct Weekly IDCW	1007.5884
HSBC Ultra Short Duration Fund - Regular Daily IDCW	1031.7278
HSBC Ultra Short Duration Fund - Regular Growth	1386.7029
HSBC Ultra Short Duration Fund - Regular Monthly IDCW	1031.213
HSBC Ultra Short Duration Fund - Regular Weekly IDCW	1041.6833
ICICI Prudential Ultra Short Term Fund - Daily IDCW	10.0904
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth	30.7640
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly IDCW	10.7542
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW	10.8187
ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW	11.2489
ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily IDCW	10.0214
ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW	10.0879
ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW	10.0892
ICICI Prudential Ultra Short Term Fund - Direct Plan Bonus	16.0996
ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW	10.0649
ICICI Prudential Ultra Short Term Fund - Growth	28.4033
ICICI Prudential Ultra Short Term Fund - Half Yearly IDCW	10.6114
ICICI Prudential Ultra Short Term Fund - Monthly IDCW	10.6867
ICICI Prudential Ultra Short Term Fund - Quarterly IDCW	11.0341
ICICI Prudential Ultra Short Term Fund - Weekly IDCW	10.0729
Invesco India Ultra Short Duration Fund - Annual IDCW (Payout / Reinvestment)	1135.1602
Invesco India Ultra Short Duration Fund - Daily IDCW (Reinvestment)	1406.5712
Invesco India Ultra Short Duration Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	2101.9662
Invesco India Ultra Short Duration Fund - Direct Plan - Daily IDCW (Reinvestment)	1496.2797
Invesco India Ultra Short Duration Fund - Direct Plan - Growth	2951.9057
Invesco India Ultra Short Duration Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	2000.2627
Invesco India Ultra Short Duration Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1038.4804
Invesco India Ultra Short Duration Fund - Growth	2760.6454
Invesco India Ultra Short Duration Fund - Monthly IDCW (Payout / Reinvestment)	1014.3156
Invesco India Ultra Short Duration Fund - Quarterly IDCW (Payout / Reinvestment)	1076.0552
ITI Ultra Short Duration Fund - Direct Plan - Annually IDCW Option	1312.8937
ITI Ultra Short Duration Fund - Direct Plan - Daily IDCW	1001.0000
ITI Ultra Short Duration Fund - Direct Plan - Fortnightly IDCW Option	1003.5170
ITI Ultra Short Duration Fund - Direct Plan - Growth Option	1311.2319
ITI Ultra Short Duration Fund - Direct Plan - Monthly IDCW Option	1005.9227
ITI Ultra Short Duration Fund - Direct Plan - Weekly IDCW Option	1002.0799
ITI Ultra Short Duration Fund - Regular Plan - Annually IDCW Option	1263.0542
ITI Ultra Short Duration Fund - Regular Plan - Daily IDCW Option	1001.0000
ITI Ultra Short Duration Fund - Regular Plan - Fortnightly IDCW Option	1002.2665
ITI Ultra Short Duration Fund - Regular Plan - Growth Option	1262.9994
ITI Ultra Short Duration Fund - Regular Plan - Monthly IDCW Option	1005.3896
ITI Ultra Short Duration Fund - Regular Plan - Weekly IDCW Option	1001.2845
JM Ultra Short Duration Fund (Direct) - Bonus Option - Principal Units	27.8437
JM Ultra Short Duration Fund (Direct) - Fortnightly Dividend Option	10.5165
JM Ultra Short Duration Fund - (Direct) - Growth Option	27.5938
JM Ultra Short Duration Fund - (Direct) -Daily Dividend Option	10.3437
JM Ultra Short Duration Fund - (Direct) -Weekly Dividend Option	10.8856
JM Ultra Short Duration Fund - Bonus Option - Principal Units	26.9500
JM Ultra Short Duration Fund - Daily Dividend	10.2477
JM Ultra Short Duration Fund - Fortnightly Dividend	10.4216
JM Ultra Short Duration Fund - Growth option	26.7195
JM Ultra Short Duration Fund - Weekly Dividend	10.8027
Kotak Savings Fund -Growth	43.8998
Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option	10.726
Kotak Savings Fund-Growth - Direct	46.0714
Kotak Savings Fund-Monthly Payout of Income Distribution cum capital withdrawal option - Direct	19.8591
Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option	10.0798
Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct	10.8186
LIC MF Ultra Short Duration Fund-Direct Plan-Daily IDCW	1102.1317
LIC MF Ultra Short Duration Fund-Direct Plan-Growth	1383.9723
LIC MF Ultra Short Duration Fund-Direct Plan-Monthly IDCW	1383.8152
LIC MF Ultra Short Duration Fund-Direct Plan-Weekly IDCW	1102.0113
LIC MF Ultra Short Duration Fund-Regular Plan-Daily IDCW	1093.4116
LIC MF Ultra Short Duration Fund-Regular Plan-Growth	1350.7155
LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW	1350.9316
LIC MF Ultra Short Duration Fund-Regular Plan-Weekly IDCW	1030.3648
Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Daily IDCW	1200.8927
Mahindra Manulife Ultra Short Duration Fund - Direct Plan - Weekly IDCW	1001.0685
Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth	1444.7869
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Daily IDCW	1100.1382
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Growth	1408.2193
Mahindra Manulife Ultra Short Duration Fund - Regular Plan - Weekly IDCW	1001.0102
Mirae Asset Ultra Short Duration Fund Direct Growth	1356.8220
Mirae Asset Ultra Short Duration Fund Direct IDCW	1356.5478
Mirae Asset Ultra Short Duration Fund Regular Growth	1341.2244
Mirae Asset Ultra Short Duration Fund Regular IDCW	1340.7418
Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth	17.8444
Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth	16.8008
Motilal Oswal Ultra Short Term Fund Direct - IDCW Daily Reinvestment	11.7326
Motilal Oswal Ultra Short Term Fund Direct - IDCW Fortnightly Reinvestment	11.8011
Motilal Oswal Ultra Short Term Fund Direct - IDCW Quarterly Payout/Reinvestment	12.0571
Motilal Oswal Ultra Short Term Fund Direct - IDCW Weekly Reinvestment	11.7338
Motilal Oswal Ultra Short Term Fund Direct Plan - IDCW Monthly Payout/Reinvestment	11.7749
Motilal Oswal Ultra Short Term Fund Regular - IDCW Daily Reinvestment	11.4495
Motilal Oswal Ultra Short Term Fund Regular - IDCW Fortnightly Reinvestment	11.5045
